brand_name,generic_name,sku,unit,quantity,biologic_delivery
Jevity_1.2_Cal,Jevity_1.2_Cal,469,mg,96,oral
Jevity_1.5_Cal,Jevity_1.5_Cal,470,mg,30,oral
Jevtana,cabazitaxel,471,mg,3,intravenous injection
Jivi,antihemophilic_factor_(recombinant)_PEGylated,472,mg,94,suppository
Joenja,leniolisib,473,mg,76,oral
Jublia,efinaconazole,474,mg,75,oral
Juluca,dolutegravir_and_rilpivirine,475,mg,21,oral
Jynarque,tolvaptan,476,mg,93,oral
Kadcyla,ado-trastuzumab_emtansine,477,mg,44,oral
Kaletra_tablets,lopinavir/ritonavir_capsules,478,mg,71,oral
Kalydeco,ivacaftor,479,mg,77,oral
Kanjiniti,trastuzumab-anns,480,mg,60,oral
Kanuma,sebelipase_alfa,481,mg,83,intravenous injection
Katerzia,amlodipine_oral_suspension,482,mg,73,suppository
Kazano,alogliptin_and_metformin_HCL,483,mg,55,oral
Keller_Funnel_2,surgical_device,484,mg,68,oral
Kerendia,finerenone,485,mg,52,oral
Kesimpta_injection,ofatumumab,486,mg,30,oral
Ketonex-1_Powder,Ketonex-1_Powder,487,mg,41,oral
Ketonex-2_Powder,Ketonex-2_Powder,488,mg,29,oral
Keveyis_tablet,dichlorphenamide_tablet,489,mg,94,oral
Kevzara,sarilumab,490,mg,82,oral
Keytruda,pembrolizumab,491,mg,69,intravenous injection
Khapzory,levoleucovorin_injection,492,mg,79,suppository
Kimmtrak,tebentafusp-tebn,493,mg,24,oral
Kimyrsa,oritavancin_injection,494,mg,84,oral
Kineret,anakinra,495,mg,33,oral
Kisqali,ribociclib,496,mg,24,oral
Kisqali_Femara_Co-Pack_tablets,ribociclib_and_letrozole,497,mg,30,oral
Klor-Con_8mEQ,potassium_chloride_ER_tablet,498,mg,97,oral
Klor-Con_M10,potassium_chloride_ER_tablet,499,mg,29,oral
Kombiglyze_XR,saxagliptin/metformin_hcl_extended-release,500,mg,32,oral
Korlym_tablets,mifepristone,501,mg,86,intravenous injection
Koselugo,selumetinib,502,mg,9,suppository
Kovaltry,antihemophilic_factor_(recombinant),503,mg,73,oral
Krazati,adagrasib,504,mg,98,oral
Krystexxa_IV,pegloticase,505,mg,92,oral
Kuvan,sapropterin_dihydrochloride,506,mg,51,oral
Kyleena,levonorgestrel-releasing_intrauterine_system,507,mg,91,oral
Kyprolis_Injection,carfilzomib,508,mg,60,oral
Lamictal,lamotrigine,509,mg,73,oral
Lamictal_ODT_(patient_titration_kits),lamotrigine,510,mg,72,oral
Lamictal_Starter_Kits,lamotrigine,511,mg,51,intravenous injection
Lamictal_XR,lamotrigine,512,mg,78,suppository
LAMICTAL_XR_Patient_Titration_Kits,lamotrigine,513,mg,61,oral
Lampit,nifurtimox_tablets,514,mg,1,oral
Lamzede,velmanase_alfa-tycv_injection,515,mg,53,oral
Lantus,insulin_glargine,516,mg,40,oral
Lantus_(SoloStar_pen),insulin_glargine,517,mg,72,oral
Lemtrada,alemtuzumab,518,mg,70,oral
Lenvima,lenvatinib,519,mg,48,oral
Leqvio,inclisiran_injection,520,mg,37,oral
Letairis_Tablets,ambrisentan,521,mg,23,intravenous injection
Leukine,sargramostim,522,mg,57,suppository
Levemir,insulin_detemir_(rDNA)_injection,523,mg,81,oral
Levoxyl,levothyroxine,524,mg,73,oral
Lexiscan,regadenoson_injection,525,mg,70,oral
Lialda,mesalamine,526,mg,30,oral
Libtayo_injection,cemiplimab-rwlc,527,mg,11,oral
Lincocin,lincomycin,528,mg,20,oral
Linzess_Capsules,linaclotide,529,mg,18,oral
Lioresal,baclofen_tablet,530,mg,62,oral
Livalo,pitavastatin,531,mg,1,intravenous injection
Livtencity,maribavir,532,mg,80,suppository
LMX_Anesthetic_Cream_4%,lidocaine_topical,533,mg,68,oral
Locametz,gallium_Ga_68_gozetotide,534,mg,68,oral
Locoid_Lipocream,hydrocortisone,535,mg,91,oral
Locoid_Lotion_.1%,hydrocortisone_butyrate,536,mg,57,oral
Lokelma,sodium_zirconium_cyclosilicate,537,mg,8,oral
Lomotil,diphenoxylate_hydrochloride/atropine_sulfate,538,mg,54,oral
Lonsurf,trifluridine_and_tipiracil,539,mg,86,oral
Lopid,gemfibrozil,540,mg,57,oral
Lorbrena,lorlatinib,541,mg,84,intravenous injection
Lotronex,alosetron_HCL,542,mg,34,suppository
Lovenox,enoxaparin_sodium,543,mg,62,oral
Lucemyra,lofexidine_tablet,544,mg,39,oral
Lucentis,ranibizumab_injection,545,mg,74,oral
Lumakras,sotorasib,546,mg,96,oral
Lumigan,bimatoprost_ophthalmic_solution,547,mg,52,oral
Lumoxiti,moxetumomab_pasudotox,548,mg,22,oral
Lunsumio,mosunetuzumab-axgb,549,mg,19,oral
Lupkynis,voclosporin,550,mg,20,oral
Lupron_Depot,leuprolide_acetate,551,mg,96,intravenous injection
Lupron_Depot_(ped),leuprolide_acetate_for_depot_supspension,552,mg,57,suppository
Lutathera,lutetium_Lu_177_dotatate,553,mg,62,oral
Luxiq,betamethasone_valerate,554,mg,64,oral
Luxturna,voretigene_neparvovec-rzyl,555,mg,66,oral
Luzu_Cream,luliconazole,556,mg,81,oral
Lybalvi,olanzapone_and_samidorphan_tablet,557,mg,47,oral
Lynparza,olaparib,558,mg,65,oral
Lynparza_Capsule,olaparib,559,mg,98,oral
Lyumjev,insulin_lispro-aabc_injection,560,mg,25,oral
Lyvispah,baclofen,561,mg,58,intravenous injection
M-M-R_ll,"measles,_mumps,_and_rubella_virus_vaccine_live",562,mg,32,suppository
Malarone_tablets,atovaquone_and_proguanil_hcl,563,mg,18,oral
Margenza,margetuximab-cmkb,564,mg,32,oral
Mastisol,liquid_adhesive,565,mg,4,oral
Mavenclad,cladribine_tablet,566,mg,16,oral
Mavyret,glecaprevir/pibrentasvir,567,mg,7,oral
Mayzent,siponimod,568,mg,72,oral
Mekinist,trametinib,569,mg,27,oral
Mektovi_tablets,binimetinib,570,mg,65,oral
Menest,esterified_estrogens,571,mg,12,intravenous injection
Menostar,estradiol_transdermal_system,572,mg,54,suppository
MenQuadfi,meningococcal,573,mg,54,oral
Mephyton_tablets,phytonadione,574,mg,83,oral
Mepron_suspension,atovaquone,575,mg,88,oral
Mepsevii,vestronidase_alfa-vjbk_injection,576,mg,44,oral
Miacalcin,calcitonin-salmon,577,mg,50,oral
Mirena,levonorgestrel-releasing_intrauterine_system,578,mg,3,oral
Monjuvi,tafasitamab-cxix_injection,579,mg,19,oral
Monoclate-P,Antihemophilic_Factor_(Human)_Factor_VIII:C_Pasteurized,580,mg,48,oral
Monoferric,ferric_derisomaltose,581,mg,91,intravenous injection
Monovisc,sodium_hyaluronate,582,mg,16,suppository
Motegrity,prucalopride,583,mg,21,oral
MoviPrep,"polyethylene_glycol_3350,_sodium_sulfate,_sodium_chloride,_potassium_chloride,_sodium_ascorbate,_and_ascorbic_acid_for_oral_solution",584,mg,80,oral
Mozobil,plerixafor_injection,585,mg,16,oral
Multaq,dronedarone_tablets,586,mg,23,oral
Muse,Alprostadil,587,mg,16,oral
Mvasi,bevacizumab-awwb,588,mg,57,oral
Mycapssa_capsule,octreotide,589,mg,2,oral
Mycobutin,rifabutin,590,mg,7,oral
Mydayis,mixed_salts_of_a_single-entity_amphetamine_product,591,mg,71,intravenous injection
Myfembree,"relugolix,_estradiol,_and_norethindrone_acetate",592,mg,9,suppository
Mylotarg,gemtuzumab,593,mg,31,oral
Myobloc_Injection,rimabotulinumtoxinB,594,mg,58,oral
Myrbetriq,mirabegron,595,mg,47,oral
Mytesi_tablet;_delayed-release,crofelemer,596,mg,17,oral
Naglazyme,galsulfase,597,mg,23,oral
Namenda,memantine_hcl,598,mg,55,oral
Namenda_XR_capsule,memantine,599,mg,14,oral
Namzaric_Capsules,memantine_hydrochloride_extended-_release_and_donepezil__hydrochloride,600,mg,53,oral
Nardil,phenelzine_sulfate,601,mg,76,intravenous injection
Natazia,estradiol_valerate_and_estradiol_valerate/dienogest,602,mg,59,suppository
Natrelle,breast_implant,603,mg,0,oral
Nayzilam,midazolam,604,mg,54,oral
Neocate,medical_food,605,mg,61,oral
NeoProfen_Injection,ibuprofen_lysine,606,mg,28,oral
Nepro_with_Carb_Steady,Nepro,607,mg,35,oral
Nerlynx,neratinib_maleate,608,mg,52,oral
Nesina,alogliptin,609,mg,76,oral
Netspot,gallium_Ga_68_dotatate,610,mg,87,oral
Neudexta,dextromethorpan_hydrobromide/quinidine_sulfate,611,mg,77,intravenous injection
Neulasta,pegfilgrastim,612,mg,45,suppository
Neulasta_Onpro,pegfilgrastim,613,mg,45,oral
Neupogen,filgrastim,614,mg,31,oral
Neupro_Transdermal_System,rotigotine,615,mg,12,oral
Nexavar,sorafenib,616,mg,1,oral
Nicotrol,nicotine,617,mg,51,oral
Ninlaro,ixazomib,618,mg,12,oral
Nitrostat,nitroglycerin,619,mg,99,oral
Nityr,nitisinone_tablet,620,mg,11,oral
Nivestym,filgrastim-aafi,621,mg,32,intravenous injection
Norditropin_FlexPro_Injection,somatropin_(rDNA_origin),622,mg,30,suppository
Noritate_Cream,metronidazole,623,mg,64,oral
Norpace,disopyramide,624,mg,50,oral
Norvir_Tablets,ritonavir_tablets,625,mg,32,oral
Nourianz,istradefylline_tablet,626,mg,76,oral
Novoeight_vial,antihemophilic_factor_(recombinant)_vial,627,mg,90,oral
NovoFine_30G,needles,628,mg,2,oral
Novolin_70/30_Vials,insulin_(rDNA),629,mg,26,oral
Novolin_N_Vials,70%_NPH/30%_regular_human_insulin_(rDNA),630,mg,29,oral
Novolin_R_Vials,"regular,_human_insulin_injection_(rDNA)",631,mg,43,intravenous injection
NovoLog,insulin_analog_injection,632,mg,14,suppository
NovoLog_Mix_70/30,insulin_analog_injection,633,mg,2,oral
NovoSeven_RT_injection,coagulation_factor_viia_(recombinant),634,mg,37,oral
Noxafil,posaconazole,635,mg,85,oral
Nplate,romiplostim,636,mg,34,oral
Nubeqa,darolutamide,637,mg,65,oral
Nucala,mepolizumab,638,mg,82,oral
Nulibry,fosdenopterin,639,mg,31,oral
Nulojix,belatacept,640,mg,46,oral
Nuplazid,pimavanserin,641,mg,13,intravenous injection
NuShield,wound_dressing,642,mg,14,suppository
Nutropin_AQ,somatropin_(rDNA)_injection,643,mg,60,oral
Nuzyra,omadacycline,644,mg,43,oral
Obizur,Antihemophilic_Factor_(Recombinant),645,mg,99,oral
Ocaliva,obeticholic_acid_tablet,646,mg,99,oral
Ocrevus,ocrelizumab,647,mg,74,oral
Odefsey,emtricitabine/rilpivirine/tenofovir_alafenamide,648,mg,26,oral
Odomzo,sonidegib,649,mg,64,oral
Ofev_Capsule,nintedanib,650,mg,52,oral
Ogivri,trastuzumab-dkst_injection,651,mg,72,intravenous injection
Olumiant,baricitinib,652,mg,1,suppository
Olux,clobetasol_propionate,653,mg,16,oral
Omidria_solution,phenylephrine/ketorolac_tromethamine_solution,654,mg,93,oral
Omnitrope,somatropin_[rDNA_origin]_for_injection,655,mg,29,oral
Oncaspar,pegaspargase,656,mg,8,oral
Onexton_Gel,clindamycin_phosphate_and_benzoyl_peroxide,657,mg,51,oral
Ongentys_capsule,opicapone,658,mg,72,oral
Onglyza,saxagliptin,659,mg,74,oral
Onivyde_injection,irinotecan_liposome,660,mg,4,oral
Onpattro,patisiran,661,mg,30,intravenous injection
Ontruzant,trastuzumab-dttb_injection;_iv,662,mg,60,suppository
Onureg,azacitidine_tablet,663,mg,32,oral
Opdivo_Yervoy,nivolumab_ipilimumab,664,mg,41,oral
Opdivo_Injection,nivolumab,665,mg,10,oral
Opdualag,nivolumab_and_relatlimab-rmbw,666,mg,3,oral
Opsumit_Tablet,macitentan,667,mg,85,oral
Opzelura_cream,ruxolitinib_cream;_topical,668,mg,7,oral
Orbactiv,oritavancin,669,mg,20,oral
Orencia,abatacept,670,mg,7,oral
Orenitram_tablet;_extended_release,treprostinil,671,mg,32,intravenous injection
Orfadin,nitisinone,672,mg,13,suppository
Orgovyx,relugolix,673,mg,80,oral
Oriahnn,elagolix/estradiol/norethindrone_acetate_and_elagolix,674,mg,66,oral
Orilissa,elagolix,675,mg,33,oral
Orkambi,lumacaftor/ivacaftor,676,mg,88,oral
Orladeyo,berotralstat,677,mg,39,oral
Orserdu,elacestrant,678,mg,4,oral
Orthovisc,hyaluronan,679,mg,68,oral
Oseni,alogliptin_and_pioglitazone,680,mg,97,oral
Osmolex_ER,amantadine,681,mg,10,intravenous injection
Osmolite_1_Cal,Osmolite_1_Cal,682,mg,82,suppository
Osmolite_1.2_Cal,Osmolite_1.2_Cal,683,mg,47,oral
Osmolite_1.5_Cal,Osmolite_1.5_Cal,684,mg,81,oral
Otezla_Tablet,apremilast,685,mg,53,oral
Oxbryta,voxelotor,686,mg,96,oral
Oxervate,cenegermin-BKBJ_ophthalmic_solution,687,mg,16,oral
Oxlumo_injection;_subcutaneous,lumasiran_injection,688,mg,43,oral
Oxtellar_XR_Tablet,oxcarbazepine,689,mg,60,oral
Ozempic,semaglutide,690,mg,44,oral
Ozurdex,dexamethasone_intravitreal_implant_0.7mg,691,mg,5,intravenous injection
Padcev,enfortumab_vedotin-ejfv,692,mg,40,suppository
Palforzia,archis_hypogaea,693,mg,30,oral
Palynziq,pegvaliase-pqpz,694,mg,75,oral
Panhematin_Injection,hemin,695,mg,8,oral
Parsabiv,etelcalcetide,696,mg,67,oral
PediaSure,PediaSure,697,mg,71,oral
PediaSure_1.5_cal,pediasure_1.5_cal,698,mg,28,oral
PediaSure_Enteral_1.0_Cal,PediaSure_Enteral_1.0_Cal,699,mg,58,oral
PediaSure_Enteral_Formula_with_Fiber,PediaSure_Enteral_Formula_with_Fiber,700,mg,66,oral
PediaSure_Harvest,pediasure_harvest,701,mg,25,intravenous injection
PediaSure_Peptide_1.0_cal,PediaSure_Peptide_1.0_cal,702,mg,3,suppository
PediaSure_Peptide_1.5_cal,PediaSure_Peptide_1.5_cal,703,mg,99,oral
PediaSure_with_Fiber,PediaSure_with_Fiber,704,mg,40,oral
Pemazyre,pemigatinib,705,mg,3,oral
Pentacel,"Diptheria_and_Tetanus_Toxoids_and_Acellular_Pertussis_Adsorbed,_Inactivated_Poliovirus_and_Haemophilus_b_Conjugate_(Tetanus_Toxoid_Conjugate)_Vaccine",706,mg,82,oral
Pentasa,mesalamine,707,mg,88,oral
Perative,Perative,708,mg,26,oral
Perforomist,formoterol_fumarate,709,mg,23,oral
PERJETA,pertuzumab,710,mg,77,oral
Pertzye_capsule,amylase/lipase/pancrelipase/protease,711,mg,79,intravenous injection
Pfizerpen,penicillin_G_potassium,712,mg,24,suppository
Phenex-1_Powder,Phenex-1_Powder,713,mg,73,oral
Phenex-2_Powder,Phenex-2_Powder,714,mg,4,oral
Phesgo,"pertuzumab,_trastuzumab,_and_hyaluronidase-zzxf",715,mg,10,oral
Pifeltro,doravirine,716,mg,92,oral
Piqray,alpelisib,717,mg,0,oral
Pivot_1.5_cal_Drink,medical_drink,718,mg,53,oral
Plegridy_Injection,peginterferon_beta1a,719,mg,47,oral
Plenvu,"polyethylene_glycol_3350,_sodium_ascorbate,_sodium_sulfate,_ascorbic_acid,_sodium_chloride_and_potassium_chloride",720,mg,0,oral
Pluvicto,lutetium_LU_177_vipivotide_tetraxetan_injection,721,mg,27,intravenous injection
Pneumovax_23,pneumococcal_vaccine_polyvalent,722,mg,89,suppository
Polivy,polatuzumab_vedotin-piiq,723,mg,91,oral
Pomalyst_capsule,pomalidomide,724,mg,86,oral
Ponvory,ponesimod_tablets,725,mg,63,oral
Portrazza,necitumumab,726,mg,14,oral
Poteligeo,mogamulizumab-KPKC,727,mg,72,oral
Praluent,alirocumab,728,mg,30,oral
Pred_Forte_Ophthalmic_Suspension_1.0%,prednisolone_acetate,729,mg,14,oral
Premarin,conjugated_estrogens,730,mg,57,oral
Premarin_vaginal_cream,conjugated_estrogens,731,mg,95,intravenous injection
Premphase,conjugated_estrogens/medroxyprogesterone_acetate_tablets,732,mg,83,suppository
Prempro,conjugated_estrogens;_medroxyprogesterone_acetate,733,mg,51,oral
Pretomanid,pretomanid,734,mg,1,oral
Prevacid_SoluTab,lansoprazole,735,mg,12,oral
Prevnar_13,pneumococcal_13-valent_conjugate_vaccine_[Diphtheria_CRM197_Protein],736,mg,30,oral
Prevymis,letermovir,737,mg,10,oral
Prezcobix_Tablets,darunavir/cobicistat,738,mg,57,oral
Prezista,darunavir,739,mg,74,oral
Prialt,ziconotide_infusion,740,mg,2,oral
Priftin,rifapentine_tablets,741,mg,7,intravenous injection
Pristiq,desvenlafaxine,742,mg,48,suppository
Privigen_vial_10%,immune_globulin_intravenous_(human),743,mg,7,oral
Procardia,nifedipine,744,mg,68,oral
Procardia_XL,nifedipine_extended_release,745,mg,90,oral
Proctofoam,hydrocortisone-pramoxine,746,mg,86,oral
Procysbi,cysteamine_bitartrate_delayed-release_capsule,747,mg,61,oral
Prodigy_Insulin_Syringes,Insulin_Syringes,748,mg,61,oral
Prodigy_No_Coding_Blood_Glucose_Strips,blood_glucose_strips,749,mg,76,oral
Prodigy_Preferred_Blood_Glucose_Monitor,blood_glucose_monitor,750,mg,71,oral
Prodigy_Twist_Top_Lancets_28G,lancets,751,mg,79,intravenous injection
Proglycem_oral_suspension,diazoxide,752,mg,49,suppository
Prolastin_C,alpha1-proteinase_inhibitor_(human),753,mg,54,oral
Prolia,denosumab,754,mg,34,oral
Promacta,eltrombopag,755,mg,38,oral
Promote,Promote,756,mg,69,oral
Promote_with_Fiber,Promote_with_Fiber,757,mg,34,oral
Propimex-1_Powder,Propimex-1_Powder,758,mg,5,oral
Propimex-2_Powder,Propimex-2_Powder,759,mg,12,oral
Protonix,pantoprazole_sodium,760,mg,58,oral
Provenge,sipuleucel-t,761,mg,7,intravenous injection
Provera,medroxyprogesterone_acetate,762,mg,70,suppository
ProViMin_Powder,ProViMin_Powder,763,mg,6,oral
Prozac,fluoxetine_HCL,764,mg,60,oral
Prozac_Weekly,fluoxetine_HCL,765,mg,8,oral
Pulmicort_Flexhaler,budesonide_inhalation_powder,766,mg,11,oral
Pulmocare,Pulmocare,767,mg,91,oral
Pulmozyme,dornase_alfa_recombinant_inhalation_solution,768,mg,28,oral
PuraPly_AM_Wound_Dressing,wound_matrix,769,mg,86,oral
PuraPly_Wound_Dressing,wound_matrix,770,mg,18,oral
Pylera_Capsules,"bismuth_subcitrate_potassuim,_metronidazole,_tetracycline_HCI",771,mg,7,intravenous injection
Pyrimethamine,pyrimethamine,772,mg,66,suppository
Pyrukynd,mitapivat,773,mg,34,oral
Qbrelis,lisinopril_oral_solution,774,mg,98,oral
Qelbree_capsule,viloxazine,775,mg,73,oral
Qinlock,ripretinib_tablet,776,mg,16,oral
QNASL_Nasal_Aerosol,beclomethasone_dipropionate,777,mg,62,oral
Qtern,dapagliflozin_and_saxagliptin,778,mg,87,oral
Qulipta,atogepant,779,mg,61,oral
Qutenza_Patch,capsaicin,780,mg,44,oral
Quzyttir,cetirizine,781,mg,35,intravenous injection
Qvar,beclomethasone_dipropionate_hfa,782,mg,69,suppository
R-Gene_10_Injection,"10%_arginine_hydrochloride,_USP",783,mg,29,oral
Radicava_iv,edaravone_iv,784,mg,46,oral
Radicava_ORS,edaravone_oral_suspension,785,mg,49,oral
Rapamune,sirolimus,786,mg,46,oral
Rasuvo_injection,methotrexate_injection,787,mg,18,oral
Ravicti_Liquid,glycerol_phenylbutyrate,788,mg,94,oral
Rayaldee,calcifediol,789,mg,73,oral
RCF_(Ross_Carbohydrate_Free),RCF_(Ross_Carbohydrate_Free),790,mg,41,oral
Rebif_subcutaneous,interferon_beta-1a,791,mg,36,intravenous injection
Rebinyn,coagulation_factor_IX_(recombinant)_glycopegylated,792,mg,84,suppository
Reblozyl,luspatercept-aamt,793,mg,11,oral
Recarbrio,imipenem_cilastatin_and_relebactam_injection,794,mg,42,oral
Recombinate_rAHF,recominant,795,mg,23,oral
Recombivax_Hb,Hepatitis_B_vaccine_(recombinant),796,mg,70,oral
Recorlev,levoketoconazole,797,mg,75,oral
Rectiv_ointment,nitroglycerin,798,mg,32,oral
Regranex,becaplermin,799,mg,32,oral
Relenza,zanamivir_for_inhalation,800,mg,41,oral
Releuko,filgrastim-ayow,801,mg,13,intravenous injection
Relistor_injection,methylnaltrexone_bromide,802,mg,0,suppository
Relistor_tablets,methylnaltrexone_bromide,803,mg,64,oral
Relizorb,immobilized_lipase_cartridge,804,mg,98,oral
Relpax,eletriptan_HBr,805,mg,32,oral
Relyvrio,sodium_phenylbutyrate_and_taurursodiol,806,mg,25,oral
Remicade,infliximab,807,mg,79,oral
Remodulin_injection,treprostinil,808,mg,67,oral
Renflexis,infliximab-ABDA,809,mg,17,oral
Renova,tretinoin_cream,810,mg,46,oral
Repatha,evolocumab,811,mg,21,intravenous injection
Restasis,cyclosporine,812,mg,18,suppository
Retacrit,epoetin_alfa-epbx,813,mg,43,oral
Retevmo,selpercatinib,814,mg,26,oral
Retin-A_Cream,tretinoin,815,mg,26,oral
Retin-A_Gel,tretinoin,816,mg,6,oral
Retin-A_Micro,tretinoin,817,mg,4,oral
Retisert,fluocinolone_acetonide_intravitreal_implant,818,mg,81,oral
Retrovir,zidovudine,819,mg,69,oral
Revcovi,elapegademase-lvlr,820,mg,38,oral
Revlimid,lenalidomide,821,mg,33,intravenous injection
Rexulti_tablet,brexpiprazole_tablet,822,mg,46,suppository
Reyvow,lasmiditan,823,mg,71,oral
Rezlidhia,olutasidenib,824,mg,68,oral
Rezurock,belumosudil,825,mg,32,oral
Riabni,infliximab-axxq_injection;_iv,826,mg,31,oral
RiaSTAP,fibrinogen_concentrate_(human),827,mg,19,oral
Ridaura,auranofin,828,mg,55,oral
Rinvoq,upadacitinib_tablet,829,mg,2,oral
Risperdal_Consta,risperidone,830,mg,11,oral
Rituxan,rituximab,831,mg,42,intravenous injection
Rituxan_Hycela,rituximab/hyaluronidase_human,832,mg,2,suppository
Rixubis,coagulation_factor_IX_(recombinant),833,mg,78,oral
Rolvedon,eflapegrastim-xnst,834,mg,49,oral
Rowasa,mesalamine,835,mg,15,oral
Rozerem,ramelteon,836,mg,34,oral
Rozlytrek,entrectinib,837,mg,99,oral
Rubraca,rucaparib,838,mg,31,oral
Ruconest,C1esterase_inhibitor_(recombinant),839,mg,5,oral
Rukobia,fostemsavir,840,mg,33,oral
Rybelsus,semaglutide_tablet,841,mg,36,intravenous injection
Rybrevant,amivantamab-vmjw,842,mg,56,suppository
Rydapt,midostaurin_capsule,843,mg,81,oral
Rylaze,asparaginase_erwinia_chrysanthemi_recombinant-rywn_injection,844,mg,49,oral
Rytary_Capsule;_Extended_Release,carbidopa/levodopa,845,mg,47,oral
Sabril_Powder_for_Oral_Solution,vigabatrin,846,mg,5,oral
Sabril_tablet,vigabatrin,847,mg,13,oral
"Samsca_Tablets_15mg,_30mg",tolvaptan,848,mg,84,oral
Sancuso,Granisetron_Transdermal_System,849,mg,54,oral
Sandostatin_LAR_Depot,octreotide_acetate,850,mg,21,oral
Santyl,collagenase_ointment,851,mg,23,intravenous injection
Saphnelo,anifrolumab-fnia,852,mg,37,suppository
Saphris_sublingual_tablets,asenapine_maleate,853,mg,35,oral
Sarclisa,isatuximab-irfc,854,mg,19,oral
Savella,milnacipran_HCl_tablets,855,mg,41,oral
Scemblix_tablet,asciminib_tablet,856,mg,39,oral
Selzentry,maraviroc,857,mg,67,oral
Serevent_Diskus_(Inhalation_Powder),salmeterol_xinafoate,858,mg,39,oral
Serostim,somatropin,859,mg,89,oral
Sevenfact,coagulation_factor_VIIa_(recombinant)-jnew,860,mg,45,oral
SF_Rowasa,mesalamine,861,mg,99,intravenous injection
Shingrix,"Zoster_Vaccine_Recombinant,_Adjuvanted",862,mg,31,suppository
Signifor_Injection,Pasireotide,863,mg,4,oral
Signifor_LAR_Injection,pasireotide,864,mg,39,oral
Siklos,hydroxyurea,865,mg,81,oral
Siliq,brodalumab,866,mg,0,oral
Silsoft_Contact_Lenses,Silsoft_Contact_Lenses,867,mg,90,oral
Similac_PM_60/40,baby_formula,868,mg,58,oral
Simponi,golimumab,869,mg,35,oral
Simponi_ARIA_Injection,golimumab,870,mg,81,oral
Sirturo_Tablets,bedaquiline,871,mg,58,intravenous injection
Skelaxin,metaxalone,872,mg,41,suppository
Skyla,levonorgestrel-releasing_intrauterine_system,873,mg,1,oral
Skyrizi,risankizumab-rzaa_injectable,874,mg,21,oral
Skytrofa,lonapegsomatropin-tcgd_injection,875,mg,81,oral
Soliqua,insulin_glargine,876,mg,85,oral
Soliris,eculizumab,877,mg,24,oral
Solodyn,minocycline_HCI,878,mg,40,oral
Somatuline_Depot_Injection,lanreotide_acetate,879,mg,80,oral
Somavert,pegvisomant,880,mg,51,oral
Sonata,zaleplon,881,mg,91,intravenous injection
Sotyktu,deucravacitinib,882,mg,84,suppository
Sovaldi_Tablet,sofosbuvir,883,mg,82,oral
Spiriva_HandiHaler,tiotropium_bromide_inhalation_powder,884,mg,99,oral
Spiriva_Respimat_Spray,tiotropium_bromide,885,mg,62,oral
Spravato,esketamine,886,mg,59,oral
Sprycel,dasatinib,887,mg,52,oral
Stelara,ustekinumab,888,mg,10,oral
Stiolto_Respimat,tiotropium_bromide_and_olodaterol,889,mg,36,oral
Stivarga,regorafenib,890,mg,60,oral
Strattice,reconstructive_tissue_matrix,891,mg,32,intravenous injection
Strattice_BPS,reconstructive_tissue_matrix,892,mg,3,suppository
Strensiq_injection,asfotase_alfa_injection,893,mg,76,oral
Stribild_tablet,elvitegravir/cobicistat/emtricitabine/tenofovir_disoproxil_fumarate,894,mg,10,oral
Striverdi_Respimat_Spray,olodaterol,895,mg,49,oral
Stromectol,Ivermectin,896,mg,39,oral
Sucraid_Oral_Solution,sacrosidase,897,mg,88,oral
Sunlenca,lenacapavir,898,mg,60,oral
Supartz,sodium_hyaluronate,899,mg,90,oral
Suplena,suplena,900,mg,47,oral
Supprelin_LA,histrelin_acetate;_subcutaneous_implant,901,mg,20,intravenous injection
Sustol,granisetron_injection;_extended_release,902,mg,46,suppository
Susvimo,ranibizumab,903,mg,45,oral
Sutent,sunitinib_malate,904,mg,32,oral
Syfovre,pegcetacoplan,905,mg,63,oral
Sylvant,siltuximab,906,mg,93,oral
Symbicort,budesonide/formoterol_fumarate_dihydrate,907,mg,16,oral
Symbyax,olanzapine_and_fluoxetine_hcl,908,mg,66,oral
Symdeko_tablet,tezacaftor/ivacaftor,909,mg,87,oral
Symlin,pramlintide_acetate,910,mg,5,oral
Symmetrel,amantadine,911,mg,80,intravenous injection
Symtuza,"darunavir,_cobicistat,_emtricitabine,_and_tenofovir_alafenamide",912,mg,9,suppository
Synagis,palivizumab,913,mg,64,oral
Synarel,nafarelin_acetate,914,mg,14,oral
Synjardy,empagliflozin/metformin_hydrochloride,915,mg,88,oral
Synjardy_XR,empagliflozin/metformin_HCl_Extended_Release,916,mg,25,oral
Synribo,omacetaxine_mepesuccinate,917,mg,53,oral
Synthroid_Tablets,"levothyroxine_sodium_tablets,_USP",918,mg,87,oral
Synvisc,hyaluronic_acid_derivatives,919,mg,60,oral
Synvisc-One_Injection,hylan_G-F_20,920,mg,45,oral
Syprine_capsules,trientine_hcl,921,mg,71,intravenous injection
Tabrecta,capmatinib,922,mg,99,suppository
Tafinlar,dabrafenib,923,mg,8,oral
Tagrisso,osimertinib,924,mg,30,oral
Taltz,ixekizumab,925,mg,51,oral
Talzenna,talazoparib,926,mg,17,oral
Targretin,bexarotene,927,mg,42,oral
Targretin_Gel_1%,bexarotene,928,mg,37,oral
Tasigna,nilotinib,929,mg,20,oral
Tasmar_tablets,talcapone,930,mg,45,oral
Tavalisse,fostamatinib_disodium_hexahydrate,931,mg,53,intravenous injection
Tavneos,avacopan,932,mg,42,suppository
